Product_ID,Rating,Product type,Count_Product_ID,Frequency level,Age group
1099,3,Dresses,136,Frequent,31-40
1081,5,Dresses,582,Highly Frequent,41-50
860,2,Tops,288,Frequent,51-60
860,4,Tops,288,Frequent,41-50
1081,5,Dresses,582,Highly Frequent,41-50
867,1,Tops,351,Frequent,41-50
1081,5,Dresses,582,Highly Frequent,41-50
1099,3,Dresses,136,Frequent,41-50
1099,4,Dresses,136,Frequent,21-30
1081,4,Dresses,582,Highly Frequent,41-50
1081,5,Dresses,582,Highly Frequent,31-40
1081,5,Dresses,582,Highly Frequent,41-50
932,5,Tops,9,Less Frequent,31-40
1081,5,Dresses,582,Highly Frequent,21-30
1099,4,Dresses,136,Frequent,31-40
1081,5,Dresses,582,Highly Frequent,31-40
860,2,Tops,288,Frequent,31-40
1081,5,Dresses,582,Highly Frequent,51-60
1099,5,Dresses,136,Frequent,31-40
1063,3,Bottoms,7,Less Frequent,41-50
860,5,Tops,288,Frequent,41-50
860,4,Tops,288,Frequent,51-60
1081,2,Dresses,582,Highly Frequent,41-50
1081,3,Dresses,582,Highly Frequent,51-60
1081,5,Dresses,582,Highly Frequent,41-50
867,5,Tops,351,Frequent,41-50
860,5,Tops,288,Frequent,21-30
1099,5,Dresses,136,Frequent,60+
1081,4,Dresses,582,Highly Frequent,51-60
1081,5,Dresses,582,Highly Frequent,41-50
867,5,Tops,351,Frequent,41-50
860,5,Tops,288,Frequent,41-50
1081,5,Dresses,582,Highly Frequent,51-60
1081,5,Dresses,582,Highly Frequent,31-40
843,2,Tops,11,Less Frequent,51-60
860,5,Tops,288,Frequent,60+
867,4,Tops,351,Frequent,41-50
1081,5,Dresses,582,Highly Frequent,51-60
1099,5,Dresses,136,Frequent,21-30
860,5,Tops,288,Frequent,41-50
860,5,Tops,288,Frequent,60+
1099,5,Dresses,136,Frequent,41-50
860,3,Tops,288,Frequent,21-30
1081,5,Dresses,582,Highly Frequent,41-50
1081,3,Dresses,582,Highly Frequent,60+
1081,5,Dresses,582,Highly Frequent,41-50
860,3,Tops,288,Frequent,31-40
1081,5,Dresses,582,Highly Frequent,31-40
843,3,Tops,11,Less Frequent,31-40
1081,4,Dresses,582,Highly Frequent,51-60
860,5,Tops,288,Frequent,51-60
1100,4,Dresses,56,Frequent,31-40
1081,4,Dresses,582,Highly Frequent,31-40
1099,5,Dresses,136,Frequent,31-40
986,4,Jackets,32,Less Frequent,41-50
1099,5,Dresses,136,Frequent,51-60
843,5,Tops,11,Less Frequent,41-50
1099,5,Dresses,136,Frequent,21-30
1081,5,Dresses,582,Highly Frequent,60+
1099,5,Dresses,136,Frequent,31-40
1100,5,Dresses,56,Frequent,31-40
1081,4,Dresses,582,Highly Frequent,31-40
860,5,Tops,288,Frequent,51-60
1135,1,Trend,11,Less Frequent,51-60
860,5,Tops,288,Frequent,51-60
860,2,Tops,288,Frequent,31-40
460,5,Bottoms,15,Less Frequent,41-50
819,3,Tops,61,Frequent,41-50
460,4,Bottoms,15,Less Frequent,31-40
831,5,Tops,164,Frequent,31-40
933,5,Tops,63,Frequent,51-60
460,5,Bottoms,15,Less Frequent,41-50
460,4,Bottoms,15,Less Frequent,21-30
460,5,Bottoms,15,Less Frequent,31-40
460,4,Bottoms,15,Less Frequent,41-50
1081,5,Dresses,582,Highly Frequent,51-60
1033,3,Bottoms,220,Frequent,51-60
1081,4,Dresses,582,Highly Frequent,21-30
460,2,Bottoms,15,Less Frequent,31-40
1081,5,Dresses,582,Highly Frequent,31-40
1081,4,Dresses,582,Highly Frequent,41-50
831,4,Tops,164,Frequent,60+
819,4,Tops,61,Frequent,51-60
1081,5,Dresses,582,Highly Frequent,31-40
1081,4,Dresses,582,Highly Frequent,31-40
819,5,Tops,61,Frequent,60+
1081,5,Dresses,582,Highly Frequent,41-50
819,4,Tops,61,Frequent,41-50
1081,5,Dresses,582,Highly Frequent,41-50
1081,5,Dresses,582,Highly Frequent,51-60
1081,5,Dresses,582,Highly Frequent,31-40
898,5,Tops,28,Less Frequent,41-50
1081,4,Dresses,582,Highly Frequent,51-60
460,3,Bottoms,15,Less Frequent,41-50
819,4,Tops,61,Frequent,41-50
819,4,Tops,61,Frequent,51-60
460,2,Bottoms,15,Less Frequent,41-50
1033,4,Bottoms,220,Frequent,51-60
943,3,Tops,12,Less Frequent,41-50
819,1,Tops,61,Frequent,41-50
1081,5,Dresses,582,Highly Frequent,41-50
898,4,Tops,28,Less Frequent,41-50
866,2,Tops,121,Frequent,51-60
1081,4,Dresses,582,Highly Frequent,31-40
460,5,Bottoms,15,Less Frequent,31-40
1081,5,Dresses,582,Highly Frequent,51-60
460,4,Bottoms,15,Less Frequent,21-30
460,5,Bottoms,15,Less Frequent,51-60
460,5,Bottoms,15,Less Frequent,41-50
1033,5,Bottoms,220,Frequent,41-50
448,5,Bottoms,1,Rare,21-30
460,5,Bottoms,15,Less Frequent,31-40
460,5,Bottoms,15,Less Frequent,21-30
1094,4,Dresses,756,Highly Frequent,31-40
860,4,Tops,288,Frequent,41-50
895,5,Tops,404,Frequent,31-40
1056,5,Bottoms,213,Frequent,41-50
1094,5,Dresses,756,Highly Frequent,41-50
1094,3,Dresses,756,Highly Frequent,41-50
257,5,Intimate,9,Less Frequent,31-40
1055,1,Bottoms,25,Less Frequent,51-60
860,5,Tops,288,Frequent,31-40
860,3,Tops,288,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,31-40
895,3,Tops,404,Frequent,31-40
1056,5,Bottoms,213,Frequent,51-60
1030,2,Bottoms,72,Frequent,21-30
257,4,Intimate,9,Less Frequent,31-40
907,1,Tops,130,Frequent,41-50
1147,2,Trend,10,Less Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,31-40
257,5,Intimate,9,Less Frequent,60+
1094,4,Dresses,756,Highly Frequent,60+
1055,1,Bottoms,25,Less Frequent,31-40
866,2,Tops,121,Frequent,21-30
895,5,Tops,404,Frequent,21-30
1094,4,Dresses,756,Highly Frequent,21-30
863,3,Tops,306,Frequent,60+
1094,5,Dresses,756,Highly Frequent,31-40
895,5,Tops,404,Frequent,31-40
828,5,Tops,225,Frequent,51-60
860,5,Tops,288,Frequent,31-40
1055,4,Bottoms,25,Less Frequent,31-40
907,5,Tops,130,Frequent,31-40
895,5,Tops,404,Frequent,60+
1094,5,Dresses,756,Highly Frequent,21-30
1056,5,Bottoms,213,Frequent,41-50
895,5,Tops,404,Frequent,41-50
1094,4,Dresses,756,Highly Frequent,41-50
907,5,Tops,130,Frequent,41-50
895,5,Tops,404,Frequent,41-50
860,2,Tops,288,Frequent,41-50
1056,3,Bottoms,213,Frequent,51-60
1055,4,Bottoms,25,Less Frequent,21-30
860,5,Tops,288,Frequent,31-40
270,5,Intimate,1,Rare,41-50
860,5,Tops,288,Frequent,21-30
895,5,Tops,404,Frequent,41-50
1094,4,Dresses,756,Highly Frequent,51-60
1094,5,Dresses,756,Highly Frequent,60+
860,3,Tops,288,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,21-30
1056,5,Bottoms,213,Frequent,21-30
257,5,Intimate,9,Less Frequent,41-50
895,3,Tops,404,Frequent,15-20
895,3,Tops,404,Frequent,60+
1056,5,Bottoms,213,Frequent,51-60
828,4,Tops,225,Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,60+
1094,5,Dresses,756,Highly Frequent,21-30
1056,5,Bottoms,213,Frequent,41-50
1117,5,Jackets,25,Less Frequent,60+
828,3,Tops,225,Frequent,51-60
1056,4,Bottoms,213,Frequent,51-60
1094,4,Dresses,756,Highly Frequent,41-50
1094,5,Dresses,756,Highly Frequent,31-40
1094,3,Dresses,756,Highly Frequent,21-30
895,5,Tops,404,Frequent,41-50
895,5,Tops,404,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,31-40
860,5,Tops,288,Frequent,60+
860,2,Tops,288,Frequent,41-50
895,1,Tops,404,Frequent,41-50
1030,5,Bottoms,72,Frequent,31-40
1056,5,Bottoms,213,Frequent,41-50
860,5,Tops,288,Frequent,21-30
860,5,Tops,288,Frequent,51-60
1094,3,Dresses,756,Highly Frequent,41-50
1094,3,Dresses,756,Highly Frequent,31-40
1094,5,Dresses,756,Highly Frequent,31-40
895,5,Tops,404,Frequent,21-30
1056,5,Bottoms,213,Frequent,51-60
860,4,Tops,288,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,31-40
1094,5,Dresses,756,Highly Frequent,31-40
1056,5,Bottoms,213,Frequent,41-50
866,3,Tops,121,Frequent,31-40
1056,4,Bottoms,213,Frequent,51-60
257,1,Intimate,9,Less Frequent,60+
1094,4,Dresses,756,Highly Frequent,21-30
1094,4,Dresses,756,Highly Frequent,41-50
1056,5,Bottoms,213,Frequent,41-50
257,5,Intimate,9,Less Frequent,51-60
257,5,Intimate,9,Less Frequent,31-40
895,5,Tops,404,Frequent,41-50
1094,5,Dresses,756,Highly Frequent,31-40
1056,4,Bottoms,213,Frequent,41-50
895,4,Tops,404,Frequent,41-50
1094,5,Dresses,756,Highly Frequent,41-50
863,4,Tops,306,Frequent,31-40
1055,4,Bottoms,25,Less Frequent,31-40
860,5,Tops,288,Frequent,41-50
860,4,Tops,288,Frequent,31-40
863,1,Tops,306,Frequent,51-60
1094,5,Dresses,756,Highly Frequent,31-40
860,2,Tops,288,Frequent,60+
1094,3,Dresses,756,Highly Frequent,51-60
1056,5,Bottoms,213,Frequent,41-50
895,5,Tops,404,Frequent,60+
1056,5,Bottoms,213,Frequent,51-60
828,3,Tops,225,Frequent,41-50
1094,3,Dresses,756,Highly Frequent,31-40
1094,4,Dresses,756,Highly Frequent,31-40
1147,3,Trend,10,Less Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,60+
1056,5,Bottoms,213,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,51-60
1094,5,Dresses,756,Highly Frequent,41-50
257,5,Intimate,9,Less Frequent,51-60
942,4,Tops,36,Less Frequent,60+
895,5,Tops,404,Frequent,41-50
1094,4,Dresses,756,Highly Frequent,51-60
907,3,Tops,130,Frequent,51-60
1056,4,Bottoms,213,Frequent,31-40
1056,5,Bottoms,213,Frequent,31-40
895,5,Tops,404,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,41-50
895,5,Tops,404,Frequent,31-40
863,3,Tops,306,Frequent,41-50
1117,5,Jackets,25,Less Frequent,60+
257,5,Intimate,9,Less Frequent,31-40
860,4,Tops,288,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,41-50
1094,5,Dresses,756,Highly Frequent,60+
1098,4,Dresses,86,Frequent,60+
829,5,Tops,527,Highly Frequent,31-40
319,5,Intimate,1,Rare,21-30
1094,3,Dresses,756,Highly Frequent,41-50
855,4,Tops,26,Less Frequent,51-60
1098,4,Dresses,86,Frequent,31-40
1094,3,Dresses,756,Highly Frequent,31-40
1098,5,Dresses,86,Frequent,41-50
1094,3,Dresses,756,Highly Frequent,31-40
1094,5,Dresses,756,Highly Frequent,60+
1098,2,Dresses,86,Frequent,31-40
855,4,Tops,26,Less Frequent,41-50
1094,5,Dresses,756,Highly Frequent,21-30
1098,2,Dresses,86,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,21-30
992,5,Bottoms,21,Less Frequent,31-40
121,5,Intimate,6,Less Frequent,41-50
121,2,Intimate,6,Less Frequent,41-50
829,5,Tops,527,Highly Frequent,41-50
940,5,Tops,130,Frequent,51-60
1094,5,Dresses,756,Highly Frequent,21-30
121,5,Intimate,6,Less Frequent,51-60
1094,5,Dresses,756,Highly Frequent,51-60
1098,4,Dresses,86,Frequent,31-40
940,4,Tops,130,Frequent,41-50
1009,5,Bottoms,89,Frequent,41-50
1094,4,Dresses,756,Highly Frequent,31-40
975,4,Jackets,116,Frequent,31-40
1094,4,Dresses,756,Highly Frequent,31-40
121,4,Intimate,6,Less Frequent,31-40
121,4,Intimate,6,Less Frequent,31-40
1098,3,Dresses,86,Frequent,31-40
121,3,Intimate,6,Less Frequent,41-50
855,1,Tops,26,Less Frequent,41-50
1098,5,Dresses,86,Frequent,31-40
1098,4,Dresses,86,Frequent,21-30
940,3,Tops,130,Frequent,41-50
1094,3,Dresses,756,Highly Frequent,41-50
1094,1,Dresses,756,Highly Frequent,60+
975,5,Jackets,116,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,41-50
1098,4,Dresses,86,Frequent,51-60
908,5,Tops,4,Rare,31-40
1104,5,Dresses,185,Frequent,41-50
144,5,Intimate,6,Less Frequent,21-30
1046,5,Bottoms,24,Less Frequent,41-50
829,5,Tops,527,Highly Frequent,60+
1104,3,Dresses,185,Frequent,21-30
1104,3,Dresses,185,Frequent,21-30
1104,5,Dresses,185,Frequent,60+
648,5,Intimate,1,Rare,60+
144,5,Intimate,6,Less Frequent,21-30
1104,4,Dresses,185,Frequent,41-50
1104,5,Dresses,185,Frequent,15-20
829,4,Tops,527,Highly Frequent,31-40
1104,4,Dresses,185,Frequent,60+
1046,2,Bottoms,24,Less Frequent,51-60
829,5,Tops,527,Highly Frequent,51-60
829,5,Tops,527,Highly Frequent,51-60
144,5,Intimate,6,Less Frequent,60+
1064,3,Bottoms,2,Rare,41-50
1104,5,Dresses,185,Frequent,31-40
1053,5,Bottoms,41,Frequent,51-60
829,5,Tops,527,Highly Frequent,41-50
144,5,Intimate,6,Less Frequent,21-30
1104,2,Dresses,185,Frequent,21-30
1029,5,Bottoms,1,Rare,31-40
56,5,Intimate,1,Rare,41-50
829,5,Tops,527,Highly Frequent,60+
1104,5,Dresses,185,Frequent,31-40
829,4,Tops,527,Highly Frequent,41-50
1046,5,Bottoms,24,Less Frequent,60+
1114,5,Jackets,4,Rare,41-50
144,5,Intimate,6,Less Frequent,51-60
173,5,Intimate,1,Rare,21-30
144,5,Intimate,6,Less Frequent,41-50
1035,5,Bottoms,135,Frequent,41-50
857,5,Tops,71,Frequent,31-40
964,5,Jackets,77,Frequent,60+
1001,5,Bottoms,43,Frequent,31-40
1035,4,Bottoms,135,Frequent,41-50
1035,5,Bottoms,135,Frequent,51-60
413,3,Intimate,1,Rare,60+
860,3,Tops,288,Frequent,51-60
1035,5,Bottoms,135,Frequent,21-30
1001,5,Bottoms,43,Frequent,31-40
1001,5,Bottoms,43,Frequent,21-30
860,4,Tops,288,Frequent,41-50
964,5,Jackets,77,Frequent,31-40
857,5,Tops,71,Frequent,31-40
1001,5,Bottoms,43,Frequent,31-40
896,5,Tops,23,Less Frequent,51-60
860,5,Tops,288,Frequent,31-40
860,3,Tops,288,Frequent,51-60
1001,5,Bottoms,43,Frequent,21-30
1035,5,Bottoms,135,Frequent,51-60
964,5,Jackets,77,Frequent,21-30
860,4,Tops,288,Frequent,51-60
203,4,Intimate,1,Rare,41-50
1001,3,Bottoms,43,Frequent,60+
857,2,Tops,71,Frequent,31-40
1025,5,Bottoms,125,Frequent,31-40
857,2,Tops,71,Frequent,51-60
1001,5,Bottoms,43,Frequent,41-50
1025,3,Bottoms,125,Frequent,51-60
1001,4,Bottoms,43,Frequent,21-30
860,5,Tops,288,Frequent,31-40
867,5,Tops,351,Frequent,21-30
857,4,Tops,71,Frequent,41-50
860,5,Tops,288,Frequent,60+
1025,3,Bottoms,125,Frequent,31-40
1025,4,Bottoms,125,Frequent,31-40
964,4,Jackets,77,Frequent,51-60
964,5,Jackets,77,Frequent,41-50
860,5,Tops,288,Frequent,41-50
1001,4,Bottoms,43,Frequent,31-40
1001,4,Bottoms,43,Frequent,31-40
860,5,Tops,288,Frequent,60+
1001,5,Bottoms,43,Frequent,31-40
857,4,Tops,71,Frequent,31-40
1001,5,Bottoms,43,Frequent,31-40
964,5,Jackets,77,Frequent,31-40
1001,5,Bottoms,43,Frequent,31-40
860,2,Tops,288,Frequent,31-40
964,5,Jackets,77,Frequent,31-40
857,2,Tops,71,Frequent,41-50
1001,3,Bottoms,43,Frequent,31-40
857,5,Tops,71,Frequent,21-30
889,4,Tops,2,Rare,51-60
857,3,Tops,71,Frequent,41-50
1024,5,Bottoms,35,Less Frequent,41-50
940,4,Tops,130,Frequent,51-60
1053,5,Bottoms,41,Frequent,31-40
1053,4,Bottoms,41,Frequent,31-40
1024,5,Bottoms,35,Less Frequent,21-30
624,4,Intimate,2,Rare,31-40
1086,5,Dresses,291,Frequent,31-40
1081,5,Dresses,582,Highly Frequent,31-40
1053,5,Bottoms,41,Frequent,60+
1053,1,Bottoms,41,Frequent,51-60
1081,3,Dresses,582,Highly Frequent,21-30
1086,4,Dresses,291,Frequent,21-30
1086,5,Dresses,291,Frequent,51-60
1086,5,Dresses,291,Frequent,31-40
940,5,Tops,130,Frequent,31-40
1081,5,Dresses,582,Highly Frequent,31-40
1081,5,Dresses,582,Highly Frequent,51-60
1086,3,Dresses,291,Frequent,31-40
857,3,Tops,71,Frequent,41-50
1086,5,Dresses,291,Frequent,31-40
1081,4,Dresses,582,Highly Frequent,21-30
1068,5,Bottoms,114,Frequent,51-60
1086,5,Dresses,291,Frequent,51-60
1081,4,Dresses,582,Highly Frequent,21-30
624,5,Intimate,2,Rare,41-50
837,2,Tops,8,Less Frequent,31-40
1053,3,Bottoms,41,Frequent,41-50
1053,4,Bottoms,41,Frequent,31-40
1081,4,Dresses,582,Highly Frequent,31-40
1081,5,Dresses,582,Highly Frequent,21-30
1081,3,Dresses,582,Highly Frequent,21-30
1024,5,Bottoms,35,Less Frequent,60+
1086,3,Dresses,291,Frequent,60+
995,5,Bottoms,36,Less Frequent,41-50
1068,5,Bottoms,114,Frequent,41-50
1081,5,Dresses,582,Highly Frequent,21-30
828,3,Tops,225,Frequent,41-50
1081,4,Dresses,582,Highly Frequent,21-30
1086,3,Dresses,291,Frequent,31-40
1053,2,Bottoms,41,Frequent,31-40
1086,5,Dresses,291,Frequent,31-40
1068,5,Bottoms,114,Frequent,41-50
837,5,Tops,8,Less Frequent,41-50
940,5,Tops,130,Frequent,21-30
940,5,Tops,130,Frequent,41-50
1086,5,Dresses,291,Frequent,21-30
1068,5,Bottoms,114,Frequent,41-50
1081,4,Dresses,582,Highly Frequent,31-40
1081,5,Dresses,582,Highly Frequent,15-20
1086,4,Dresses,291,Frequent,31-40
1024,5,Bottoms,35,Less Frequent,31-40
1086,4,Dresses,291,Frequent,31-40
1081,5,Dresses,582,Highly Frequent,60+
1081,5,Dresses,582,Highly Frequent,41-50
857,5,Tops,71,Frequent,51-60
1086,5,Dresses,291,Frequent,31-40
837,5,Tops,8,Less Frequent,31-40
1068,4,Bottoms,114,Frequent,51-60
1086,5,Dresses,291,Frequent,41-50
828,5,Tops,225,Frequent,60+
1078,5,Dresses,1024,Highly Frequent,21-30
1094,3,Dresses,756,Highly Frequent,21-30
1081,3,Dresses,582,Highly Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,31-40
1094,1,Dresses,756,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,31-40
1078,4,Dresses,1024,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,51-60
1078,2,Dresses,1024,Highly Frequent,21-30
1081,5,Dresses,582,Highly Frequent,60+
1081,5,Dresses,582,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,41-50
1078,4,Dresses,1024,Highly Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,51-60
1081,5,Dresses,582,Highly Frequent,41-50
1094,1,Dresses,756,Highly Frequent,21-30
1078,4,Dresses,1024,Highly Frequent,21-30
1081,4,Dresses,582,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,60+
1081,5,Dresses,582,Highly Frequent,31-40
1078,3,Dresses,1024,Highly Frequent,41-50
1094,5,Dresses,756,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,31-40
1081,5,Dresses,582,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,41-50
1094,4,Dresses,756,Highly Frequent,21-30
1094,2,Dresses,756,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,21-30
1081,3,Dresses,582,Highly Frequent,21-30
1081,4,Dresses,582,Highly Frequent,41-50
1078,4,Dresses,1024,Highly Frequent,51-60
1078,1,Dresses,1024,Highly Frequent,41-50
1078,4,Dresses,1024,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,21-30
935,1,Tops,11,Less Frequent,31-40
1081,5,Dresses,582,Highly Frequent,41-50
1094,4,Dresses,756,Highly Frequent,41-50
1081,4,Dresses,582,Highly Frequent,41-50
1094,4,Dresses,756,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,51-60
1094,3,Dresses,756,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,31-40
1094,4,Dresses,756,Highly Frequent,41-50
1094,3,Dresses,756,Highly Frequent,21-30
1081,5,Dresses,582,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,41-50
1094,1,Dresses,756,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,41-50
1081,5,Dresses,582,Highly Frequent,31-40
1094,4,Dresses,756,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,31-40
1081,5,Dresses,582,Highly Frequent,21-30
1081,5,Dresses,582,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,51-60
1094,4,Dresses,756,Highly Frequent,41-50
1082,5,Dresses,147,Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,31-40
1081,2,Dresses,582,Highly Frequent,41-50
1081,4,Dresses,582,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,41-50
1081,5,Dresses,582,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,51-60
1081,5,Dresses,582,Highly Frequent,60+
1094,5,Dresses,756,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,41-50
1094,5,Dresses,756,Highly Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,31-40
1094,4,Dresses,756,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,41-50
838,5,Tops,37,Less Frequent,41-50
1078,4,Dresses,1024,Highly Frequent,41-50
1094,5,Dresses,756,Highly Frequent,41-50
1094,4,Dresses,756,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,60+
1081,5,Dresses,582,Highly Frequent,60+
1094,5,Dresses,756,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,31-40
1081,5,Dresses,582,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,31-40
1028,5,Bottoms,83,Frequent,41-50
1081,5,Dresses,582,Highly Frequent,41-50
1094,5,Dresses,756,Highly Frequent,41-50
1081,5,Dresses,582,Highly Frequent,41-50
1081,4,Dresses,582,Highly Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,21-30
1094,5,Dresses,756,Highly Frequent,31-40
1094,5,Dresses,756,Highly Frequent,31-40
1081,4,Dresses,582,Highly Frequent,41-50
1078,1,Dresses,1024,Highly Frequent,31-40
1028,3,Bottoms,83,Frequent,41-50
1081,4,Dresses,582,Highly Frequent,31-40
1081,5,Dresses,582,Highly Frequent,31-40
1078,1,Dresses,1024,Highly Frequent,41-50
1078,2,Dresses,1024,Highly Frequent,21-30
1081,5,Dresses,582,Highly Frequent,41-50
1094,4,Dresses,756,Highly Frequent,41-50
1081,4,Dresses,582,Highly Frequent,31-40
1028,4,Bottoms,83,Frequent,41-50
1078,3,Dresses,1024,Highly Frequent,41-50
1081,5,Dresses,582,Highly Frequent,31-40
1094,2,Dresses,756,Highly Frequent,51-60
1094,3,Dresses,756,Highly Frequent,21-30
1094,4,Dresses,756,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,60+
1094,1,Dresses,756,Highly Frequent,21-30
1094,4,Dresses,756,Highly Frequent,51-60
1094,4,Dresses,756,Highly Frequent,31-40
1094,2,Dresses,756,Highly Frequent,41-50
1094,5,Dresses,756,Highly Frequent,51-60
1081,5,Dresses,582,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,51-60
1094,5,Dresses,756,Highly Frequent,51-60
1081,5,Dresses,582,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,41-50
1081,4,Dresses,582,Highly Frequent,15-20
1078,5,Dresses,1024,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,31-40
1081,2,Dresses,582,Highly Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,60+
1094,4,Dresses,756,Highly Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,31-40
933,1,Tops,63,Frequent,31-40
1078,5,Dresses,1024,Highly Frequent,31-40
1081,3,Dresses,582,Highly Frequent,31-40
1081,5,Dresses,582,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,31-40
834,5,Tops,150,Frequent,41-50
1081,4,Dresses,582,Highly Frequent,21-30
834,5,Tops,150,Frequent,21-30
1078,5,Dresses,1024,Highly Frequent,51-60
1078,5,Dresses,1024,Highly Frequent,60+
1078,5,Dresses,1024,Highly Frequent,31-40
1094,3,Dresses,756,Highly Frequent,41-50
1081,4,Dresses,582,Highly Frequent,60+
689,5,Intimate,1,Rare,31-40
1078,3,Dresses,1024,Highly Frequent,41-50
1094,5,Dresses,756,Highly Frequent,60+
1094,4,Dresses,756,Highly Frequent,21-30
1094,3,Dresses,756,Highly Frequent,31-40
1081,3,Dresses,582,Highly Frequent,41-50
1081,4,Dresses,582,Highly Frequent,41-50
1078,5,Dresses,1024,Highly Frequent,60+
1094,2,Dresses,756,Highly Frequent,31-40
868,3,Tops,430,Frequent,60+
868,4,Tops,430,Frequent,31-40
107,4,Intimate,8,Less Frequent,51-60
868,4,Tops,430,Frequent,41-50
1094,5,Dresses,756,Highly Frequent,31-40
868,5,Tops,430,Frequent,31-40
107,5,Intimate,8,Less Frequent,31-40
1094,3,Dresses,756,Highly Frequent,51-60
896,4,Tops,23,Less Frequent,41-50
1094,3,Dresses,756,Highly Frequent,41-50
868,1,Tops,430,Frequent,21-30
868,4,Tops,430,Frequent,41-50
107,5,Intimate,8,Less Frequent,41-50
850,4,Tops,338,Frequent,21-30
868,5,Tops,430,Frequent,41-50
1145,1,Trend,9,Less Frequent,51-60
107,5,Intimate,8,Less Frequent,51-60
896,4,Tops,23,Less Frequent,31-40
975,3,Jackets,116,Frequent,31-40
1094,5,Dresses,756,Highly Frequent,41-50
868,3,Tops,430,Frequent,31-40
1145,5,Trend,9,Less Frequent,31-40
107,5,Intimate,8,Less Frequent,31-40
1145,5,Trend,9,Less Frequent,31-40
868,5,Tops,430,Frequent,31-40
107,5,Intimate,8,Less Frequent,21-30
868,3,Tops,430,Frequent,31-40
868,4,Tops,430,Frequent,41-50
107,5,Intimate,8,Less Frequent,31-40
868,3,Tops,430,Frequent,21-30
107,3,Intimate,8,Less Frequent,31-40
1095,4,Dresses,327,Frequent,41-50
1095,5,Dresses,327,Frequent,41-50
1038,5,Bottoms,69,Frequent,31-40
1030,5,Bottoms,72,Frequent,41-50
